SOV,7193,86,0,67
TEZ,5593,38,0,67
TEZ,5569,43,0,83
 X ,0,0,0,0
 X ,0,0,0,0
 X ,0,0,0,0
 X ,0,0,0,0
 X ,0,0,0,0
 X ,0,0,0,0
 X ,0,0,0,0
 X ,0,0,0,0
 X ,0,0,0,0
 X ,0,0,0,0
